fourgram	count
head over to the	22
green valid no wants	22
cautions for armed and	22
dispatch medic 1's back	22
if you can start	22
41 year old female	22
to check the welfare	22
it we'll be 10-8	22
that there is a	22
so we'll be 10-8	22
that way as well	22
front of the station	22
70 year old female	22
medic 3 will be	22
trying to figure out	22
be en route from	22
can get him from	22
i don't know what	22
there's going to be	22
i have a 10-16	22
you guys could head	22
copy you can show	22
1 medic 1 en	22
there's a male in	22
the resident was advised	22
valid no wants i	22
to be on the	22
can you open the	22
see if there's any	22
south side of the	22
can you send a	22
you have the caller	22
i have a name	22
can you try and	22
spoke to the owner	22
if you could advise	22
car 10 go ahead	22
to the berkshire 11820	22
take that call on	22
medic 3 you can	22
station 3 copies medic	22
not have a dl	22
61 year old male	22
just west of the	22
1341 marlowe the haven	22
do you need anything	22
medic 3 and engine	22
on scene at the	22
on the third floor	22
female she has a	22
for a 75 year	22
going to be checking	22
you in the lobby	22
will be in the	22
detroit for a male	22
i'll be here for	22
there was a white	22
try to get a	22
hung up on me	22
spoke to the complainant	22
to get in contact	22
medic 1 back in	22
see if there's a	22
to do that i'm	22
19 you can disregard	22
they were advised of	22
there's a lot of	22
not going to do	22
his way we'll be	22
old male has a	22
old female that fell	22
just wanna make sure	22
at the days inn	22
i'm on the radio	22
on the 2nd floor	22
truck one's on scene	22
have a 10 16	22
medic one's transporting a	22
10 7 in the	22
a 37 year old	21
go i copy you	21
out of our department	21
thank you i'll be	21
should be in the	21
we're just going to	21
just to make sure	21
she's going to be	21
a 34 year old	21
can head that way	21
came out and moved	21
2 copies medic 2	21
transporting one patient to	21
get your plate in	21
go ahead with your	21
a description of the	21
pick up the jail	21
truck 1 you can	21
i'll be with you	21
about 5 minutes ago	21
year old male 6'1	21
valid no wants has	21
for a wire down	21
i have a listing	21
i checked the area	21
is a lift assist	21
if you're able to	21
made contact with the	21
and let them know	21
would you like us	21
you like us to	21
the welfare of a	21
dispatch medic 3 out	21
i'm not getting anything	21
not getting anything back	21
1 and truck 1	21
brown blue valid no	21
29 we'll be 10-8	21
in service medic 1	21
going to give you	21
a male on a	21
53 year old male	21
she's not sure if	21
send me back in	21
in the report room	21
also going to respond	21
be checking on a	21
i have a dl	21
to get into the	21
the phone number for	21
should be a black	21
56 year old male	21
stand by while she	21
to the owner of	21
station 1 copies medic	21
43 year old female	21
dl for my driver	21
year old female suspended	21
a male that was	21
have a dl id	21
a dl id card	21
with that male he	21
year old male 5'10	21
what's the report number	21
you all set there	21
you guys still set	21
alarm company called in	21
and brown she's valid	21
a 74 year old	21
1 is out at	21
get a number and	21
should be back in	21
medic 2 from dispatch	21
a 70 year old	21
if you could head	21
your plate in a	21
58 year old male	21
gonna be coming in	21
speak with a female	21
parked in the driveway	21
be a white male	21
to try to get	21
give us a call	21
19 i'll be out	21
medic 2 back in	21
this is medic 3	21
out of the way	21
you guys head to	21
be waiting in the	21
medic 2 is arriving	21
you have a squad	21
with the owner of	21
29 will be out	21
do that i'm not	21
that i'm not going	21
to the days inn	21
back i'm going to	21
be 10 8 from	21
you all set i'm	21
medic one's out at	21
2 0 4 traffic	21
save up to 10	21
up to 10 000	21
to 10 000 off	21
10 000 off msrp	21
sorry can you repeat	20
22 year old female	20
year old male 6'2	20
was turned over to	20
try to get you	20
where are you at	20
can send me the	20
and madison for a	20
have the last 6	20
here i'm going to	20
now we'll be 10-8	20
at the corner of	20
64 year old female	20
i'll be right back	20
on the phone he	20
she was advised of	20
to o'neill 13900 detroit	20
o'neill 13900 detroit room	20
copy back in service	20
will be 19 with	20
75 year old female	20
medic 3 is that	20
the parking lot at	20
with you in a	20
and i'll be out	20
vehicle in front of	20
it sounds like the	20
3 medic 3's back	20
if you can advise	20
truck 1 on scene	20
just let them know	20
out of the house	20
so i'm going to	20
29 are you all	20
name is going to	20
it sounds like he	20
you put me back	20
we'll be investigating all	20
be transporting to fairview	20
copies 24 i'm closer	20
dispatch medic 2's out	20
will be out at	20
dispatch medical 1 is	20
if you haven't already	20
and see if we	20
go ahead could you	20
now i'll be 10-8	20
for a male and	20
13 you can disregard	20
with this male for	20
19 year old female	20
can be in service	20
24 i'm all set	20
call we're going to	20
i have a ds	20
run a name and	20
can you change the	20
you change the address	20
a 29 year old	20
us to stand by	20
under arrest for dci	20
a 62 year old	20
it looks like a	20
i didn't see anything	20
you're good you're good	20
is a qualified adult	20
one's closer can you	20
closer can you get	20
a date of birth	20
1 copies medic 1	20
this female starting mileage	20
engine 2 you can	20
a female in the	20
transporting 1 to fairview	20
berkshire 11820 edgewater apartment	20
dispatch medic 1 we're	20
be out investigating all	20
he does have a	20
westerly 14306 detroit apartment	20
dispatch medic 1's out	20
can you 19 for	20
dispatch medic 1's in	20
for a 24-hour follow-up	20
a 66 year old	20
1 is taking 1	20
taking 1 to fairview	20
we're going to check	20
you want to come	20
in service this was	20
me out at the	20
car 2 are back	20
you can disregard that	20
a white female wearing	20
to see if they	20
2 medic 2 on	20
a 69 year old	20
84 year old female	20
for a traffic offense	20
from the back hill	20
69 year old male	20
do you have an	20
one's on the scene	20
do you guys have	20
me a call please	20
across the street from	20
17 year old male	20
to be for a	20
on the cleveland side	20
year old female says	20
year old female not	20
to see if there's	20
you could try to	20
to go get my	20
go get my phone	20
phone i'm going to	20
respond to the haven	20
i can start heading	20
or anything like that	20
up and down the	20
they said it was	20
can show medic 1	20
you all set we're	20
the name and date	20
was a white male	20
i'm gonna head to	20
supposed to be on	20
close the show i'm	20
the show i'm going	20
show i'm going to	20
i'm going to close	20
11 you can disregard	20
out of rocky river	20
44 year old female	20
the carlisle 12900 lake	20
go to the bathroom	20
white male date of	20
guys all set we're	20
that there was a	20
start a 24 hour	20
car two's en route	20
male 6 foot 1	20
medic one's on the	20
last name is gonna	20
or save up to	20
you can advise and	19
can advise and release	19
engine 2's on scene	19
area we'll be investigating	19
actually going to be	19
48 year old female	19
service lift assist only	19
i have the last	19
have a traffic stop	19
warren in front of	19
71 year old female	19
can you get them	19
was a black male	19
be waiting in a	19
knock on the door	19
she's not feeling well	19
no wants has an	19
3 medic 3's on	19
that's out of the	19
2 en route to	19
car 2 copies car	19
wants to speak with	19
and i'll have a	19
it doesn't look like	19
he was trying to	19
dispatch medic 3 back	19
2 medic 2's back	19
we'll be in the	19
going to be clear	19
to keep it down	19
on the other side	19
give me a landline	19
like it might be	19
number is going to	19
medic 1 and truck	19
going to turn it	19
screaming at each other	19
was advised not to	19
parked in a no	19
73 year old female	19
the premise file for	19
truck 1 go ahead	19
year old male 5'8	19
close out the call	19
thank you for your	19
male on a bike	19
a hold of him	19
a 40 year old	19
you run a name	19
truck 1 from car	19
arriving at fairview hospital	19
68 year old female	19
on the corner of	19
can you call the	19
looks like it's going	19
it sounds like they're	19
for the rest of	19
they're on their way	19
out of cleveland he's	19
22 i'll be out	19
she's unable to get	19
you can try to	19
there's a vehicle parked	19
i'm right here i'll	19
it's out of the	19
you speak to a	19
he's not sure if	19
3 you can disregard	19
knocked on the door	19
just keep an eye	19
to come out and	19
to make a report	19
female date of birth	19
truck 1 truck 1	19
be in the back	19
83 year old female	19
15 i can get	19
can you stop in	19
taking a female to	19
the driver of the	19
117 just south of	19
head there as well	19
that vehicle we'll be	19
be 19 with him	19
can you check out	19
medic 3 can you	19
78 year old male	19
if you need me	19
the top of the	19
60 year old male	19
53 year old female	19
i'm out i'm out	19
locked out of the	19
i need a 19	19
12 i copy that	19
car is going to	19
give us a 21	19
speak to a male	19
he was in the	19
a female in a	19
you can advise the	19
old male he fell	19
medic 2 is taking	19
3 medic 3 are	19
medic 1 2 3	19
we'll be out to	19
going to stop sharing	19
to stop sharing my	19
stop sharing my screen	19
year old male down	19
with a female at	19
medic 1 and medic	19
down in the backyard	19
waiting in the lobby	19
caution for violent tendencies	19
is arriving at lakewood	19
speak to the complainant	19
just add it please	19
have a dl for	19
me to the list	19
send me the ix	19
76 year old male	19
it's just a little	19
get my phone i'm	19
my phone i'm going	19
to talk to him	19
2 car mva no	19
a 19 to the	19
if you can get	19
detroit the westerly apartment	19
head code 3 to	19
he would like to	19
wants to talk to	19
going to close the	19
to close the show	19
north of the tracks	19
24 hour check on	19
call you back i'm	19
you back i'm going	19
to the bathroom i'm	19
the bathroom i'm going	19
bathroom i'm going to	19
spelling date of birth	19
set i'm all set	19
go ahead first name	19
medic two's en route	19
is valid no 1	19
11 i'll be 10	19
first name is gonna	19
give me a second	18
we'll be out in	18
3 is transporting one	18
is transporting one to	18
plate here in a	18
24 i'm closer 24	18
and i'll be all	18
you can go to	18
to all companies medic	18
in service lift assist	18
medic 3's taking one	18
medic 2 do you	18
59 year old female	18
here in a moment	18
1 is transporting to	18
advised we'll be 10-8	18
healthcare 13900 detroit room	18
and it sounds like	18
caution for armed and	18
locked out of his	18
if you can add	18
13 i'm all set	18
said that they were	18
this i'm going to	18
3 medic 3's in	18
he was advised to	18
old male he's suspended	18
1 is arriving at	18
police involvement we'll be	18
can go i'll get	18
go i'll get him	18
dispatch from car 6	18
respond to the berkshire	18
can you confirm the	18
medic 3 out of	18
going to meet you	18
i'm trying to find	18
2 medic 2's en	18
i'll see if i	18
it looks like we	18
said that he was	18
15 are you all	18
out the call we're	18
the call we're going	18
we're going to close	18
going to close out	18
to close out the	18
options we'll be 10-8	18
you can find a	18
she was going to	18
go 10-4 thank you	18
you open the stall	18
send you a message	18
is also going to	18
male having difficulty breathing	18
be out with henry	18
it was coming from	18
out of the apartment	18
the date of birth	18
wants to go to	18
can try to find	18
partially blocking the driveway	18
years old valid no	18
55 year old female	18
speak to a female	18
old male suspended no	18
you can give me	18
to give you a	18
all set up here	18
no one's closer can	18
77 year old male	18
17 year old female	18
can you update the	18
i need you to	18
old male said he	18
so i don't know	18
1 medic 1 will	18
72 year old male	18
out investigating all companies	18
it's not coming back	18
give her a call	18
