trigram	count
13 you can	40
just called back	40
your report number	40
you guys check	40
going to close	40
on a bike	40
valid no one	40
the car wash	40
16 i copy	40
the back lot	40
show me on	40
i couldn't copy	40
was a male	40
are you available	40
see if the	40
be a black	40
south side of	40
there's a couple	40
license plate is	40
run a serial	40
going to 19	40
he was in	40
a history of	40
80 year old	40
him in the	40
have a report	40
be 19 to	40
a few days	40
at the park	40
medic 1 go	40
76 year old	40
14 can you	40
go ahead king	40
old male 5	40
medic one's transporting	40
000 off msrp	40
we can head	39
that parking complaint	39
going to stay	39
out with them	39
i can see	39
he said the	39
i'm sorry can	39
i have an	39
will be 19	39
lakewood center north	39
i just want	39
a wire down	39
of madison and	39
1 do you	39
if you're not	39
direction of travel	39
you a call	39
in a silver	39
want to make	39
we'll be transporting	39
can you let	39
of the station	39
15 go ahead	39
get a chance	39
said that he's	39
now i'll be	39
gonna have a	39
left a message	39
talked to the	39
we'll be checking	39
117th and franklin	39
15 are you	39
that thank you	39
for a couple	39
show me back	39
trying to make	39
the fedor manor	39
car 2 to	39
to do that	39
so you can	39
we should be	39
taking 1 to	39
in the roadway	39
2 and car	39
that female was	39
report number please	39
some of the	39
be out to	39
you guys head	39
it's coming from	39
1 is gonna	39
2 0 4	39
let us know	38
south of the	38
give it to	38
had you run	38
they don't have	38
verbal argument between	38
in the past	38
i'm a little	38
this male is	38
old female who	38
set i'm 10-8	38
a qualified adult	38
of the owner	38
the other one	38
car 2's are	38
to get him	38
and i don't	38
and they were	38
brown and green	38
on the line	38
17 can i	38
to call her	38
the pickup for	38
engine 2 are	38
send me a	38
going to stop	38
at the back	38
i'm close i'm	38
3 back in	38
just to confirm	38
engine 2 from	38
to figure out	38
you can see	38
on the corner	38
head over there	38
of the parking	38
we'll be 19	38
and a black	38
2 and medic	38
25 can you	38
patient refused transport	38
10-8 and i'll	38
failure to reinstate	38
of detroit with	38
you can give	38
18 can you	38
let him know	38
77 year old	38
female starting mileage	38
out to the	38
the apartment number	38
it's on the	38
speak with you	38
and blue valid	38
10-4 do you	38
61 year old	38
card is valid	38
mental health consumer	38
black and black	38
to get ahold	38
a number and	38
58 year old	38
old female fell	38
matching that description	38
old male fell	38
in the pickup	38
by on the	37
give her a	37
have both copies	37
are you on	37
he would like	37
9 you can	37
a traffic stop	37
respond to that	37
lake and cove	37
go ahead 24	37
do a welfare	37
for a while	37
on the 3rd	37
could you have	37
to do a	37
appear to be	37
a call and	37
back on that	37
alarm company called	37
117th and madison	37
don't need a	37
to get up	37
to meet you	37
and then the	37
on scene at	37
for that male	37
i'm closer i'm	37
everything checked okay	37
from station 3	37
i'll get them	37
he said it's	37
king frank edward	37
truck 1 en	37
ahead and close	37
male on a	37
that vehicle was	37
she said it's	37
of the tracks	37
21 can you	37
25 go ahead	37
to a female	37
that was the	37
12 i'll be	37
transporting 1 to	37
out of a	37
you have an	37
general fire alarm	37
on the property	37
dispatch to car	37
to call you	37
me to the	37
old female 5	37
54 year old	37
go ahead that	37
sam do you	37
you copy sam	37
check-in the area	37
trying to call	36
they were just	36
and brown he's	36
thank you i'm	36
lakeshore towers 12506	36
can you ask	36
are you at	36
in that area	36
the female is	36
send you a	36
i have another	36
the vehicle and	36
to the other	36
male said he	36
ahead 24 i'm	36
with the complainant	36
2 are back	36
old male is	36
like there's a	36
at this point	36
give them a	36
for a transport	36
female said her	36
to the berkshire	36
you another car	36
might be a	36
on the other	36
scene switching to	36
jr out of	36
close i'm close	36
could you give	36
heading to the	36
copy detroit and	36
i talked to	36
have a 10-16	36
the last name	36
she's trying to	36
16 can you	36
been parked for	36
you assist the	36
number for this	36
to be for	36
a call for	36
for a moment	36
he does have	36
berkshire 11820 edgewater	36
medic 2 engine	36
vehicle parked in	36
your work phone	36
is taking 1	36
male has a	36
will be on	36
have a squad	36
was released to	36
i believe it's	36
engine 3 are	36
2 back in	36
1 and medic	36
black in color	36
go ahead we'll	36
and time for	36
copy sam do	36
i'm 10 8	36
0 4 traffic	36
can you check-in	36
19 with that	35
a call back	35
she doesn't know	35
in a blue	35
at the end	35
3 from dispatch	35
west 117th and	35
you on the	35
are all set	35
off in the	35
no wants break	35
2 do you	35
in the elevator	35
top of the	35
sure if it's	35
about 5 minutes	35
male wearing all	35
was a black	35
i copy can	35
the plate on	35
on the car	35
service this is	35
was back to	35
was supposed to	35
come up here	35
56 year old	35
male at the	35
know if he	35
we need to	35
you got it	35
get you another	35
engine 3 to	35
you can try	35
2 from car	35
for that vehicle	35
probably going to	35
that there was	35
notes we'll be	35
have a plate	35
she said he's	35
the stall door	35
needs to go	35
she's in a	35
an elderly male	35
entry was gained	35
at the car	35
that was a	35
is out we'll	35
can you open	35
1 car 2	35
know if it's	35
i copy warren	35
just make sure	35
year old son	35
15 i can	35
we'll be on	35
did you want	35
closer can you	35
i'll have that	35
need you to	35
there's a group	35
a dl for	35
up and down	35
be with them	35
14300 detroit apartment	35
from bunts and	35
the light at	35
a hard time	35
in the park	35
we'll all be	35
wearing a gray	35
is out with	35
gonna try to	35
of the store	35
be here for	35
is conscious and	35
19 are you	35
truck 1 copy	35
i had you	35
white male with	35
we're 10-8 10-4	35
id no 1	35
10 8 with	35
1 of them	35
vehicle in the	34
back to that	34
copy that from	34
with a silver	34
like he was	34
you can use	34
24 you can	34
to be king	34
in just a	34
on lakewood heights	34
of natural gas	34
car 2 go	34
on a red	34
over to you	34
got out of	34
i tried to	34
2's are out	34
parking lot at	34
out of state	34
not to return	34
9 will be	34
to let you	34
shortness of breath	34
i'll be outside	34
dispatch car 2	34
service patient was	34
10-8 and i	34
1's transporting a	34
copy medic 1	34
wants to speak	34
i get that	34
does have a	34
doesn't look like	34
confirm no issues	34
old female said	34
and it was	34
service we'll take	34
1 medic 3	34
i'm not going	34
just let me	34
right at the	34
one out of	34
medic 1 are	34
back over to	34
you can have	34
unable to make	34
we'll be responding	34
permit no wants	34
here we'll be	34
73 year old	34
5 can you	34
clear from here	34
detroit in the	34
the other half	34
dispatch to all	34
81 year old	34
also going to	34
female wearing a	34
68 year old	34
117th in front	34
and i will	34
partially blocking the	34
to try and	34
it's the same	34
to take a	34
set here i'll	34
she had a	34
his keys in	34
a 24-hour check	34
go to fire	34
plate for me	34
that male he	34
route to county	34
king victor frank	34
vehicle will be	34
with king frank	34
are in the	34
i did not	34
the city and	34
white in color	34
and we're going	34
the house and	34
outside of the	34
go ahead union	34
he did not	34
a note for	34
can show medic	34
that female is	34
we've got the	34
and i'm gonna	34
7 i'll be	34
go ahead sam	34
truck one's en	34
you just check	33
on scene and	33
a black honda	33
a female that's	33
transporting one to	33
good to go	33
22 you can	33
need another car	33
on scene we	33
all companies are	33
engine 3's out	33
she's got a	33
male that fell	33
that's a match	33
speaking with the	33
having a seizure	33
the side door	33
an elderly female	33
respond to lakewood	33
go for it	33
we had a	33
got a hold	33
clifton with king	33
can get her	33
to the driveway	33
to ennis court	33
and dangerous violent	33
was a verbal	33
on the track	33
that he has	33
to the trespass	33
the trespass file	33
a ride to	33
on clifton from	33
is refusing to	33
and i'll have	33
male to fairview	33
king john king	33
so you're aware	33
damage to the	33
one of those	33
10-8 for now	33
company medic 1	33
put me back	33
was dropped off	33
her name is	33
and female arguing	33
were advised of	33
it was the	33
check on her	33
if he has	33
of cleveland it's	33
year old daughter	33
down on the	33
standing by on	33
a vehicle that	33
and i'll head	33
bleeding from the	33
my car please	33
in a vehicle	33
resident was advised	33
female on the	33
out of new	33
23 i copy	33
if it was	33
19 for equipment	33
up in the	33
i'm on a	33
to go get	33
1's out at	33
the westerly apartment	33
copy that thank	33
now you can	33
29 can i	33
for felony drugs	33
scene we'll be	33
to lakeshore towers	33
1 copies medic	33
to truck 1	33
and car 8	33
stand by with	33
see if he	33
of the park	33
thought it was	33
rear of the	33
within the pickup	33
they said they're	33
was not driving	33
3 medic 2	33
11 will be	33
pulled into the	33
engine 3 go	33
fell in the	33
for dci and	33
we're 10-8 we're	33
20 go ahead	33
nothing showing from	33
and would like	33
we're out at	33
at madison park	33
ahead i'm going	33
gonna be at	33
old female 05	33
new york center	33
the car and	32
wearing a red	32
have a call	32
12506 edgewater apartment	32
of the cars	32
the other car	32
medic 2's going	32
i can try	32
10-7 on the	32
court 13315 detroit	32
with king john	32
29 i'm all	32
on madison and	32
sorry about that	32
i'll be right	32
engine 3 truck	32
respond to o'neill	32
medic 2 you	32
for an elderly	32
apartment number 1	32
in the truck	32
22 i can	32
make sure you	32
going to stand	32
of cleveland heights	32
a squad for	32
truck 1 on	32
117th and detroit	32
able to clear	32
her in the	32
to leave and	32
and the male	32
get to the	32
there was an	32
further police involvement	32
female in a	32
traffic go ahead	32
medic 3 back	32
spoke to a	32
medical 1 is	32
from clifton and	32
and they said	32
a black chevy	32
head up there	32
25 you can	32
i'm not getting	32
3 we're en	32
he's having a	32
a black suv	32
report number is	32
slow it down	32
to be there	32
a no parking	32
if i need	32
you could send	32
me in the	32
from here and	32
no wants i	32
and he has	32
medic 2 will	32
patient was evaluated	32
get into the	32
gonna be en	32
see if she	32
spelling last name	32
me at the	32
out of florida	32
do you see	32
they're gonna be	32
in a few	32
for a 24-hour	32
not valid no	32
6 i copy	32
madison apartment number	32
at the bus	32
engine 2 copies	32
and brown she's	32
could head to	32
you run the	32
it's not a	32
lakewood heights boulevard	32
chevy station wagon	32
can i just	32
60 year old	32
is trying to	32
at the house	32
8 i'll be	32
on the 2026	32
she might be	32
sure if he's	32
we don't see	32
on the lunch	32
jeep station wagon	32
1 back in	32
would like us	32
19 go ahead	32
20 2 and	32
did you guys	31
17 are you	31
got a couple	31
can you also	31
10-16 out of	31
to get you	31
can go to	31
medic 2 are	31
ennis court 13315	31
truck 1 copies	31
an odor of	31
medic 3 can	31
old male said	31
have a description	31
i think he's	31
of franklin with	31
into the building	31
29 i'm out	31
notes added 10-8	31
an ongoing issue	31
dispatch medical 1's	31
they said it's	31
a smoke detector	31
has a protection	31
the license plate	31
you can make	31
a picture of	31
at the moment	31
if you haven't	31
a 21 please	31
medic 3 out	31
be in route	31
engine 3 we're	31
adam last name	31
and make sure	31
open the stall	31
i want to	31
i'll see if	31
so i'll be	31
it's a good	31
this male for	31
said that her	31
a white suv	31
be speaking with	31
on the camera	31
that he is	31
that fell and	31
and a female	31
to find the	31
on the right	31
to be under	31
the station for	31
26 i'll be	31
and the tracks	31
there's been a	31
wants to go	31
the listing is	31
it was accidental	31
16 year old	31
king george king	31
you speak to	31
the ina building	31
kufner's has it	31
want to check	31
24 we'll be	31
on scene we'll	31
i gave you	31
route with this	31
and the vehicle	31
kufner has it	31
10 go ahead	31
the berkshire 11820	31
to the house	31
just a verbal	31
detroit medic 3	31
with a blue	31
the complainant is	31
the female that	31
asked him to	31
the third floor	31
would like him	31
will be all	31
2 on the	31
we're gonna have	31
check on that	31
me know when	31
him to leave	31
old female has	31
27 i'll be	31
route as well	31
24 hour follow-up	31
to a male	31
the male at	31
at the high	31
in the garage	31
respond code 3	31
2 is arriving	31
gonna head to	31
it's all quiet	31
24 hour check	31
and 2 15	31
check-in front of	31
a 2 car	31
to leave the	30
and then he	30
about an hour	30
17 go ahead	30
kind of car	30
is transporting one	30
them a call	30
the area we'll	30
we'll be all	30
