bigram	count
cleveland heights	68
to metro	68
a while	68
if not	68
what's going	68
in clifton	68
7 at	68
she would	68
as the	68
when they	68
bleeding from	68
speaking to	68
to 15	68
been there	68
i agree	68
we'll have	68
he's wearing	68
released to	68
02 15	68
10-7 lunch	67
i'm getting	67
you i'm	67
just had	67
out investigating	67
obt for	67
is closed	67
been advised	67
this location	67
to 10	67
there were	67
on 117	67
12511 clifton	67
light at	67
like she's	67
yes i	67
3rd floor	67
all these	67
we'll head	67
active permit	67
come down	67
and no	67
figure out	67
please check	67
to wait	67
want us	67
female called	67
or something	67
copy we'll	67
a disturbance	67
edgewater the	67
the cleveland	67
to station	67
detroit from	67
walking around	67
as in	67
male fell	67
if she's	67
one's gonna	67
west 1	67
think i	66
him back	66
the radio	66
of north	66
are en	66
be under	66
in on	66
it off	66
9 traffic	66
in traffic	66
28 10-4	66
what the	66
have your	66
and belle	66
i'm here	66
traffic 24	66
12 000	66
an expired	66
and bunts	66
they didn't	66
call them	66
chest pain	66
it i	66
medical 1	66
he believes	66
clifton road	66
a new	66
3 1	66
a bike	66
sort of	66
to clifton	66
at cleveland	66
on me	66
the cad	66
need you	66
the main	66
a test	66
7 i	66
3 car	65
and breathing	65
let us	65
sorry can	65
be right	65
were just	65
give it	65
for them	65
pulling up	65
assist only	65
that has	65
the jailer	65
a complainant	65
a complaint	65
i ran	65
chest pains	65
and left	65
the doors	65
victor frank	65
that's right	65
a serial	65
your car	65
at 20	65
to know	65
right at	65
from his	65
17 year	65
she lives	65
our city	65
conscious and	65
away from	65
having trouble	65
car was	65
a truck	65
he's still	65
see a	65
the high	65
you i	65
if that	64
so he	64
it a	64
yelling and	64
go i	64
or just	64
you also	64
about that	64
of these	64
them a	64
i said	64
sam henry	64
waiting on	64
10-7 10-8	64
checked out	64
and nicholson	64
about 5	64
to put	64
2 i'll	64
the 3rd	64
5 1	64
dispatch can	64
or do	64
look at	64
with 2	64
party call	64
black shirt	64
be john	64
10 minutes	64
frank edward	64
check secure	64
be going	64
that comes	64
came in	64
are no	64
or 10	64
all be	64
90 eastbound	64
see what	64
central companies	64
meet me	64
history of	64
you calling	64
9 copy	64
female says	64
king william	64
2 14	64
we're trying	63
get back	63
10-4 you	63
john zebra	63
you're in	63
were you	63
i'd like	63
3 i'm	63
are they	63
area for	63
an older	63
just said	63
a half	63
like we	63
female has	63
she got	63
and green	63
her house	63
them on	63
guys still	63
area and	63
we've been	63
the clifton	63
number 10	63
she needs	63
new jersey	63
added the	63
soon as	63
out i'm	63
causing a	63
stop in	63
resident there	63
to county	63
i'm so	63
so sorry	63
you were	63
know when	63
john x-ray	63
the mckinley	63
the black	63
8 1	63
ahead i'll	63
us in	62
call us	62
to use	62
that to	62
off at	62
female that's	62
he's suspended	62
22 year	62
can advise	62
back over	62
with traffic	62
know where	62
the library	62
dispatch mike	62
and needs	62
female and	62
him out	62
believe it's	62
it's out	62
union robert	62
wire down	62
service this	62
ride to	62
with 1	62
first one	62
1 7	62
to copy	62
and let	62
complainant is	62
confirm the	62
lot with	62
you're going	62
card is	62
few minutes	62
on franklin	62
226 and	62
be fine	62
2 10	62
taco bell	62
you meet	62
speeds are	62
she called	62
clifton in	62
14 can	62
it's probably	61
go check	61
king lincoln	61
that from	61
19 year	61
that's not	61
can put	61
registered to	61
that area	61
the warrant	61
yes sir	61
by for	61
the hallway	61
toyota camry	61
parked too	61
hit the	61
i gave	61
a cleveland	61
of your	61
we did	61
phone and	61
hear me	61
20 minutes	61
him for	61
that name	61
was released	61
find the	61
henry paul	61
the listed	61
6 7	61
your work	61
still accessible	61
1 8	61
14 i'll	61
two's out	61
two's en	61
on 108	61
just give	60
off and	60
just go	60
for our	60
i'm good	60
20 year	60
address for	60
and 22	60
i thought	60
he would	60
apartment building	60
all over	60
so we'll	60
was quiet	60
closer to	60
39 year	60
the animal	60
the person	60
a protection	60
1 at	60
guys need	60
the next	60
confirm that	60
sent on	60
henry victor	60
to help	60
it now	60
is john	60
service medic	60
so that	60
him he's	60
take care	60
29 to	60
fedor manor	60
as soon	60
14401 detroit	60
to car	60
some kind	60
issue me	60
the original	60
4 2	60
black in	60
14 copy	60
24 you	59
on board	59
have both	59
john mary	59
there at	59
on there	59
saw a	59
the top	59
guys have	59
warren in	59
here we're	59
within the	59
the correct	59
area checking	59
so we're	59
second floor	59
of us	59
the red	59
when she	59
get ahold	59
20 to	59
for ems	59
he fell	59
call in	59
john george	59
told me	59
knocking on	59
a key	59
caller said	59
you tell	59
a look	59
there now	59
what i	59
we do	59
up at	59
211 copy	59
plates expiring	59
a ds	59
and 208	59
if no	59
5 to	59
some sort	59
was driving	59
have one	59
george king	59
address on	59
and 226	59
there she	59
and lincoln	59
1 i'm	59
belle and	59
or if	59
11 are	59
that description	59
show medic	59
at 02	59
get there	58
have this	58
add him	58
an address	58
start kufner's	58
11 to	58
headed to	58
sam adam	58
the numbers	58
didn't get	58
the mom	58
the party	58
to o'neill	58
side door	58
king charlie	58
1346 cove	58
from warren	58
last seen	58
north marginal	58
the unit	58
a light	58
mckinley and	58
41 year	58
expired permit	58
back at	58
a check	58
police involvement	58
24 and	58
a chance	58
27 i'm	58
10-8 i	58
he also	58
she might	58
he called	58
2 000	58
but i'm	58
it's coming	58
not want	58
21 i'm	58
can't see	58
possession of	58
is conscious	58
middle initial	58
pc for	58
the the	58
5 6	58
check that	57
found the	57
of here	57
14 to	57
it but	57
asking for	57
17 we're	57
male that's	57
a pickup	57
paul lincoln	57
those vehicles	57
adam henry	57
they say	57
drug paraphernalia	57
13 we're	57
24 can	57
union sam	57
he says	57
a seizure	57
top of	57
your traffic	57
that listing	57
15 copy	57
to harm	57
i'm detroit	57
into her	57
13 can	57
be clearing	57
got to	57
for unit	57
65 year	57
15 we're	57
they should	57
are the	57
13 you	57
29 are	57
1381 bunts	57
victor edward	57
a party	57
back for	57
service we'll	57
me and	57
henry tom	57
him a	57
apartments apartment	57
john ocean	57
excuse me	57
check and	57
has no	57
but i'll	57
21 i'll	57
stop and	57
28 i'll	57
13330 detroit	57
not see	57
lake road	57
john adam	57
in 1	57
out a	57
on and	57
lakewood cars	57
in contact	57
anything on	57
11 copy	57
medic two's	57
we're getting	56
she'll be	56
for violent	56
turned over	56
involved in	56
there on	56
we can't	56
1277 cove	56
david edward	56
with your	56
regards to	56
22 and	56
ready to	56
for equipment	56
an employee	56
lives there	56
i mean	56
i'll see	56
male for	56
that apartment	56
a week	56
female wearing	56
elderly male	56
the plates	56
her daughter	56
16 can	56
205 we're	56
on an	56
26 copy	56
over a	56
it the	56
51 year	56
17 you	56
not able	56
just need	56
but there's	56
43 year	56
6 5	56
211 can	56
vehicle we'll	56
miles an	56
a disabled	56
copy your	56
mva no	56
4 1	56
male 05	56
2 03	56
104 thank	56
leave the	55
call him	55
getting a	55
his head	55
by on	55
it's still	55
23 i	55
service for	55
and 11	55
38 year	55
5 8	55
of berea	55
need another	55
24 is	55
her she's	55
to add	55
put it	55
the neighbor	55
robert lincoln	55
said you	55
she can't	55
fairview with	55
heights and	55
2 5	55
been able	55
her up	55
all quiet	55
matching that	55
nicholson and	55
25 can	55
madison in	55
5 7	55
that can	55
robert edward	55
the homeowner	55
female starting	55
around and	55
was walking	55
call please	55
the bike	55
number 5	55
the school	55
few days	55
6 6	55
20 6	55
family dollar	54
and take	54
honda civic	54
number to	54
henry edward	54
i'm turning	54
we didn't	54
say that	54
robert paul	54
the vehicles	54
47 year	54
they've been	54
to tell	54
in pursuit	54
alarm going	54
a honda	54
down by	54
can slow	54
50 year	54
dark blue	54
order against	54
his house	54
called the	54
he should	54
home and	54
to need	54
to pull	54
okay i'm	54
investigating all	54
we know	54
be set	54
his wife	54
turn it	54
off to	54
5 i	54
25 you	54
to figure	54
and riverside	54
and 5	54
he got	54
everything checked	54
the day	54
her mom	54
never had	54
he's walking	54
male date	54
clear of	54
you speak	54
15 minutes	54
3 of	54
117 in	54
a consumer	54
parking enforcement	54
8 from	54
that's parked	54
close the	54
1 second	54
for 1	54
01 17	54
that's for	53
what you	53
and 17	53
you're out	53
and for	53
give her	53
the end	53
brown he's	53
was out	53
she's out	53
that male's	53
felony drugs	53
you may	53
2's are	53
detroit 1	53
on 90	53
25 disregard	53
didn't have	53
dl is	53
be following	53
just wants	53
go with	53
7 0	53
15 on	53
an eye	53
companies switch	53
key holder	53
brown black	53
sounded like	53
he checks	53
24 traffic	53
edward adam	53
and go	53
also has	53
has not	53
lake house	53
2 i'm	53
on set	53
parking zone	53
they'll be	53
is suspended	53
to close	53
could head	53
pulled into	53
car to	53
george henry	53
trouble breathing	53
a private	53
just send	53
22 copy	53
not working	53
dispatch copy	53
from bunts	53
7 6	53
do have	53
6 i	53
we should	53
1 9	53
stay in	53
seems to	53
henry x-ray	53
tom edward	53
test this	53
did the	53
down at	53
7 i'm	53
and 207	53
should have	52
left in	52
ahead we're	52
repeat the	52
now she's	52
that that	52
if that's	52
jail with	52
where he	52
off in	52
on 2	52
64 year	52
loud and	52
a picture	52
you can't	52
talking about	52
the power	52
meet us	52
at mckinley	52
203 i'll	52
of breath	52
it please	52
service from	52
6 2	52
up now	52
slow down	52
for transport	52
black ford	52
complaint said	52
apartment and	52
you set	52
haven 1341	52
69 year	52
3 for	52
street and	52
them back	52
not getting	52
detroit there's	52
park for	52
that's in	52
a mental	52
a no	52
8 copy	52
to walgreens	52
11839 edgewater	52
madison king	52
with some	52
i'm also	52
been a	52
was to	52
24-hour check	52
at 12	52
let him	52
the construction	52
66 year	52
2 29	52
the walgreens	52
4 6	52
to investigate	52
south lane	52
3 4	52
1 the	52
15 o	52
copy go	51
there i	51
make it	51
about an	51
black honda	51
victor adam	51
11 go	51
had you	51
sam tom	51
the two	51
just get	51
22 you	51
will you	51
pain in	51
13 is	51
9 you	51
i also	51
officer about	51
your plate	51
traffic is	51
john lincoln	51
tom henry	51
at home	51
the male's	51
says he	51
send the	51
20 and	51
kufner says	51
the employee	51
going back	51
11701 detroit	51
17 copy	51
at it	51
70 year	51
gonna need	51
not there	51
at each	51
17 in	51
find out	51
yeah we	51
fairview park	51
is open	51
sam sam	51
gonna try	51
hit his	51
station for	51
come on	51
gave you	51
just make	51
in franklin	51
to advise	51
dollar general	51
9 and	51
need anything	51
the envoy	51
warren franklin	51
67 year	51
the southwest	51
stated that	51
12 to	51
27 i	51
a loud	51
2 7	51
shut down	51
police department	50
to break	50
black pants	50
because he	50
and 13	50
back into	50
57 year	50
it thank	50
made contact	50
of hilliard	50
detroit at	50
74 year	50
got out	50
could have	50
her son	50
think he's	50
the parties	50
they believe	50
mary adam	50
sure you	50
henry queen	50
set 10-8	50
for armed	50
and marlowe	50
we're checking	50
to run	50
or is	50
a different	50
be sending	50
taking a	50
hard to	50
turn around	50
car that	50
the ed	50
you let	50
to 29	50
here please	50
coming down	50
remain on	50
possibly a	50
checking for	50
i'm sure	50
it at	50
owner came	50
white suv	50
car please	50
to their	50
cove apartments	50
the driver's	50
and some	50
john yesterday	50
you available	50
parked for	50
and talk	50
charlie henry	50
city center	50
2 9	50
transporting 1	50
72 year	50
westerly 14306	50
list to	50
copy it's	50
a month	50
detroit extension	50
male 5	50
black shorts	50
it will	50
wells fargo	50
10-4 15	49
okay can	49
the guy	49
not here	49
guys set	49
55 year	49
north on	49
to 13	49
he might	49
companies are	49
argument between	49
3 2	49
there's nobody	49
go i'm	49
71 year	49
on camera	49
lakewood center	49
adam george	49
she went	49
doesn't want	49
medical 1's	49
arguing with	49
vehicle i	49
can make	49
the lights	49
give them	49
but they're	49
on them	49
what we	49
28 i'm	49
cleveland clinic	49
a transport	49
3 back	49
copy 10-8	49
12700 lake	49
an open	49
have anything	49
a third	49
her friend	49
sitting on	49
permit no	49
221 and	49
here we'll	49
15 are	49
look for	49
marine towers	49
the passenger	49
that and	49
do they	49
21 traffic	49
he advised	49
run the	49
copies we're	49
and this	49
by while	49
on you	49
go get	49
there that	49
shows the	49
dark colored	49
the owner's	49
how to	49
they did	49
this will	49
no traffic	49
the 2	49
and white	49
so if	49
the room	48
told her	48
continue to	48
i've been	48
he needs	48
male black	48
back parking	48
20 traffic	48
in place	48
henry lincoln	48
2's going	48
an ongoing	48
closer you	48
75 year	48
gas station	48
way back	48
can respond	48
sorry it's	48
the people	48
as i	48
didn't hear	48
dl to	48
blood pressure	48
1's transporting	48
the trespass	48
202 can	48
guys go	48
let the	48
okay he	48
to follow	48
east end	48
that's gonna	48
call it	48
to drive	48
it it's	48
confirm no	48
union queen	48
alarm at	48
to engine	48
separate and	48
this one	48
sure what	48
go through	48
you change	48
on riverside	48
an apartment	48
about 10	48
and advise	48
robert ida	48
help you	48
5 can	48
male just	48
before the	48
back lot	48
couldn't copy	48
saw him	48
male i	48
is parked	48
46 year	48
10-8 we're	48
the office	48
male suspended	48
sure i	48
shows that	48
stay on	48
and also	48
6 3	48
sorry you	48
it appears	48
taking 1	48
5 4	48
stop at	48
8 7	48
19 are	48
your number	48
could please	48
number in	48
of 1	48
you check-in	48
bit of	47
detroit king	47
the keys	47
it i'm	47
22 to	47
just trying	47
she's saying	47
think you	47
29 will	47
can do	47
your way	47
ford fusion	47
in just	47
in to	47
brown suspended	47
natural gas	47
center north	47
henry ocean	47
in regards	47
traffic on	47
this to	47
meet a	47
attached to	47
called about	47
there the	47
1 do	47
with medic	47
john charlie	47
he saw	47
took a	47
got an	47
i'll start	47
11 we're	47
an ambulance	47
28 traffic	47
he's out	47
just waiting	47
yeah it's	47
me your	47
complainant called	47
to truck	47
screaming at	47
is here	47
a 2020	47
and close	47
back from	47
no damage	47
car wash	47
king charles	47
was coming	47
62 year	47
lake avenue	47
were unable	47
